manufacturer_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_type,engine_capacity,body_type,has_warranty,ownership,type_of_drive,is_exchangeable,number_of_photos,number_of_maintenance,duration_listed,price_usd
Opel,automatic,blue,130000,2011,gasoline,gasoline,1.8,minivan,False,owned,front,False,10,2,114,8000.0
Mercedes-Benz,automatic,other,287000,2002,gasoline,gasoline,3.2,suv,False,owned,all,True,7,45,69,7800.0
Citroen,manual,green,380000,2003,gas,gasoline,2.0,minivan,False,owned,front,False,4,23,228,5500.0
Volkswagen,automatic,blue,333940,1999,diesel,diesel,2.5,universal,False,owned,all,True,9,114,181,4200.0
Lexus,automatic,silver,195462,2006,gasoline,gasoline,2.5,sedan,False,owned,all,True,21,14,26,10700.0
Lancia,manual,blue,320000,1997,gasoline,gasoline,2.0,minivan,False,owned,front,True,3,1,57,3700.0
Audi,manual,silver,330000,2000,diesel,diesel,2.5,sedan,False,owned,front,False,13,6,60,3700.0
Opel,manual,silver,210000,2010,diesel,diesel,1.7,minivan,False,owned,front,False,8,8,17,7300.0
Nissan,manual,blue,280000,1997,gasoline,gasoline,1.6,hatchback,False,owned,front,True,4,10,58,1650.0
Opel,manual,silver,380000,2008,diesel,diesel,1.9,minivan,False,owned,front,False,13,3,65,7900.0
Hyundai,automatic,black,88000,2012,gasoline,gasoline,1.6,sedan,False,owned,front,False,8,2,91,7800.0
Toyota,automatic,grey,254276,2007,gasoline,gasoline,2.4,sedan,False,owned,front,False,13,9,272,10300.0
Ford,manual,white,416200,2004,diesel,diesel,2.0,minivan,False,owned,front,False,15,23,219,6200.0
Peugeot,manual,green,317882,2005,diesel,diesel,1.6,universal,False,owned,front,False,16,92,124,4950.0
Toyota,automatic,silver,118000,2004,gasoline,gasoline,1.6,sedan,False,owned,front,False,4,3,8,7250.0
Volkswagen,automatic,silver,218700,2010,gasoline,gasoline,1.4,hatchback,False,owned,front,False,14,3,19,7800.0
Volkswagen,automatic,black,260000,2008,gasoline,gasoline,1.8,sedan,False,owned,front,False,15,8,90,6700.0
Chrysler,automatic,red,289682,2002,gasoline,gasoline,2.4,sedan,False,owned,front,False,6,8,18,2250.0
Citroen,automatic,white,120000,2013,gasoline,gasoline,1.6,sedan,False,owned,front,False,3,4,111,7300.0
Peugeot,manual,silver,410000,2001,diesel,diesel,2.0,sedan,False,owned,front,False,5,3,29,3200.0
BMW,automatic,silver,156000,2010,gasoline,gasoline,4.4,suv,False,owned,all,False,6,28,88,13300.0
Volkswagen,automatic,black,376900,2007,diesel,diesel,2.5,minibus,False,owned,front,True,21,79,124,11999.0
BMW,manual,green,320000,1997,gasoline,gasoline,2.8,universal,False,owned,rear,False,6,1,7,4150.0
Renault,manual,other,7200,2018,gasoline,gasoline,1.6,hatchback,False,owned,front,False,6,11,16,10884.0
Volkswagen,automatic,grey,245000,2006,diesel,diesel,1.9,sedan,False,owned,front,True,12,61,135,7000.0
Iveco,manual,white,700000,2006,diesel,diesel,2.8,minibus,False,owned,rear,True,5,11,22,4500.0
Peugeot,manual,blue,240000,2008,gasoline,gasoline,1.6,hatchback,False,owned,front,True,8,34,59,3500.0
Honda,automatic,grey,45000,2016,gasoline,gasoline,1.5,sedan,False,owned,front,False,8,15,240,13250.0
Renault,automatic,silver,115000,2014,gasoline,gasoline,2.0,suv,False,owned,front,False,5,36,265,8650.0
Toyota,manual,blue,245000,2002,diesel,diesel,2.0,suv,False,owned,all,False,9,20,160,5500.0
Nissan,automatic,black,124500,2013,gasoline,gasoline,1.6,hatchback,False,owned,all,False,2,3,3,12500.0
Fiat,manual,black,200000,2006,gasoline,gasoline,1.2,hatchback,False,owned,front,False,3,3,85,4600.0
BMW,automatic,grey,216000,2006,gasoline,gasoline,3.0,sedan,False,owned,rear,True,6,9,46,9500.0
Audi,automatic,black,196329,2010,gasoline,gasoline,2.0,coupe,False,owned,all,True,27,14,24,11999.0
Toyota,automatic,blue,211000,2010,hybrid-petrol,gasoline,1.8,liftback,False,owned,front,True,15,4,79,11900.0
Opel,manual,green,285000,2000,diesel,diesel,1.7,hatchback,False,owned,front,False,9,2,154,2990.0
Opel,manual,black,166000,2007,gasoline,gasoline,1.4,minivan,False,owned,front,False,9,2,22,5700.0
BMW,automatic,white,122000,2013,diesel,diesel,3.0,suv,False,owned,all,False,1,1,56,32000.0
Volvo,manual,silver,199375,2015,diesel,diesel,2.0,universal,False,owned,front,False,3,9,73,9100.0
Nissan,manual,black,270000,2002,diesel,diesel,2.2,suv,False,owned,all,False,4,1,61,6400.0
Toyota,manual,silver,350000,1998,diesel,diesel,2.2,minivan,False,owned,front,False,5,6,22,3700.0
BMW,manual,black,250000,2008,diesel,diesel,3.0,sedan,False,owned,rear,False,4,1,16,18200.0
Toyota,automatic,black,112300,2015,gasoline,gasoline,2.5,sedan,False,owned,front,True,12,2,44,19700.0
Mazda,manual,silver,320000,1999,gasoline,gasoline,2.0,universal,False,owned,front,False,5,48,152,948.5
Mercedes-Benz,automatic,silver,242000,1997,gasoline,gasoline,2.3,sedan,False,owned,rear,False,24,6,11,7300.0
Audi,manual,other,330000,2002,gasoline,gasoline,2.4,sedan,False,owned,front,True,21,75,107,5300.0
Mitsubishi,automatic,silver,247000,2002,diesel,diesel,3.2,suv,False,owned,rear,True,3,5,28,8000.0
Volkswagen,manual,brown,102000,2013,gasoline,gasoline,1.2,minivan,False,owned,front,False,6,4,15,9700.0
Volkswagen,manual,silver,278400,2011,diesel,diesel,2.0,universal,False,owned,front,True,17,37,61,11899.0
Volkswagen,manual,silver,350000,2008,diesel,diesel,2.0,universal,False,owned,front,False,3,1,67,7500.0
Volkswagen,automatic,blue,246100,2003,gasoline,gasoline,2.8,universal,False,owned,all,True,17,32,58,3399.0
Volkswagen,manual,silver,250000,2011,diesel,diesel,2.0,pickup,False,owned,all,True,17,20,39,18899.0
Buick,automatic,black,140000,2013,gasoline,gasoline,1.4,suv,False,owned,all,True,8,15,76,12800.0
Ford,manual,silver,300000,1998,gas,gasoline,1.8,universal,False,owned,front,True,5,8,71,1600.0
Hyundai,automatic,silver,464442,2001,gasoline,gasoline,2.7,suv,False,owned,all,True,11,4,22,5150.0
Nissan,automatic,black,201000,2008,diesel,diesel,2.5,pickup,False,owned,all,True,18,2,7,9450.0
Honda,manual,silver,245000,2007,diesel,diesel,2.2,suv,False,owned,all,False,11,14,21,10800.0
Renault,manual,white,333000,1997,diesel,diesel,2.5,van,False,owned,front,False,2,38,175,2499.0
LADA,manual,green,123456,2009,gasoline,gasoline,1.6,sedan,False,owned,front,False,4,1,9,1750.0
Toyota,automatic,silver,241402,2004,gasoline,gasoline,2.4,suv,False,owned,front,False,9,1,1,9500.0
Citroen,manual,white,370000,2013,gasoline,gasoline,1.6,van,False,owned,front,False,10,12,46,7500.0
Citroen,automatic,grey,210000,2004,gasoline,gasoline,2.0,hatchback,False,owned,front,False,7,8,47,4800.0
Volkswagen,manual,blue,270000,2006,diesel,diesel,2.0,universal,False,owned,front,False,7,36,42,5900.0
Toyota,manual,silver,113000,2010,gasoline,gasoline,1.0,hatchback,False,owned,front,False,7,4,14,5550.0
Opel,manual,black,150000,2008,gasoline,gasoline,1.6,hatchback,False,owned,front,True,7,5,92,5000.0
Jaguar,automatic,silver,185000,2007,gasoline,gasoline,2.0,sedan,False,owned,front,False,10,7,312,7200.0
Nissan,automatic,silver,200000,2008,gasoline,gasoline,2.5,sedan,False,owned,front,False,5,3,116,9500.0
Renault,manual,grey,230000,2003,gasoline,gasoline,1.4,hatchback,False,owned,front,True,4,3,4,3150.0
Rover,manual,green,400000,1999,diesel,diesel,2.0,sedan,False,owned,front,True,11,7,69,2500.0
Toyota,manual,grey,203000,2010,diesel,diesel,1.4,hatchback,False,owned,front,False,9,4,22,7000.0
Mazda,manual,black,350000,2002,gasoline,gasoline,2.0,sedan,False,owned,front,True,7,37,48,1750.0
Chevrolet,manual,other,228000,2007,gasoline,gasoline,2.4,suv,False,owned,all,True,6,6,11,7000.0
Ford,manual,red,444444,1997,diesel,diesel,1.6,hatchback,False,owned,front,False,16,1,30,450.0
Audi,manual,blue,271000,1998,gasoline,gasoline,2.4,sedan,False,owned,front,False,49,6,23,5500.0
Kia,manual,brown,101002,2014,gasoline,gasoline,1.4,hatchback,False,owned,front,False,2,3,91,12500.0
Audi,automatic,black,175000,2012,gasoline,gasoline,2.0,suv,False,owned,all,True,16,6,13,13950.0
BMW,manual,blue,175000,2015,diesel,diesel,1.5,hatchback,False,owned,front,True,13,24,33,14000.0
Mercedes-Benz,automatic,blue,270000,2000,gasoline,gasoline,2.5,sedan,False,owned,rear,False,5,3,68,4000.0
Mitsubishi,automatic,silver,80500,2014,gasoline,gasoline,1.8,suv,False,owned,front,False,4,3,61,15300.0
Dodge,automatic,blue,320000,1999,gasoline,gasoline,2.0,sedan,False,owned,front,False,13,30,80,1500.0
Suzuki,automatic,red,50000,2013,gasoline,gasoline,1.5,hatchback,False,owned,front,False,5,1,76,8062.22
SsangYong,automatic,black,90000,2011,diesel,diesel,2.0,suv,False,owned,all,False,10,3,15,10200.0
Geely,automatic,white,14900,2018,gasoline,gasoline,2.0,suv,False,owned,front,False,4,10,17,14500.0
Renault,automatic,red,93000,2016,gasoline,gasoline,1.6,minivan,False,owned,front,False,8,6,40,9500.0
Mazda,manual,silver,197602,2004,gasoline,gasoline,2.0,hatchback,False,owned,front,False,2,1,30,4200.0
Fiat,manual,silver,300000,1997,gasoline,gasoline,1.8,minivan,False,owned,front,False,16,3,3,2900.0
Kia,manual,red,57000,2012,gasoline,gasoline,1.4,sedan,False,owned,front,False,8,35,50,8300.0
Mercedes-Benz,automatic,grey,169000,2010,gasoline,gasoline,3.5,sedan,False,owned,rear,True,22,26,55,14700.0
Mazda,manual,blue,141000,2015,diesel,diesel,2.2,universal,False,owned,front,False,22,9,11,14600.0
Volkswagen,manual,silver,165000,2015,diesel,diesel,2.0,minibus,False,owned,front,True,19,4,17,26950.0
Opel,manual,silver,350000,2009,diesel,diesel,1.7,universal,False,owned,front,False,10,3,167,6100.0
Opel,automatic,black,150000,2010,gasoline,gasoline,1.6,hatchback,False,owned,front,False,6,20,97,8500.0
Fiat,manual,grey,235000,2001,gasoline,gasoline,1.2,hatchback,False,owned,front,False,5,13,75,2600.0
Volkswagen,automatic,black,259376,2005,diesel,diesel,2.0,minivan,False,owned,front,True,12,2,2,4550.0
Nissan,manual,silver,235000,2004,diesel,diesel,2.2,hatchback,False,owned,front,False,13,8,70,4200.0
BMW,automatic,black,250000,2002,gasoline,gasoline,3.0,suv,False,owned,all,False,12,4,29,12000.0
УАЗ,manual,black,9357,2004,gasoline,gasoline,2.4,suv,False,owned,all,False,6,2,69,2800.0
Peugeot,automatic,grey,251000,2003,gasoline,gasoline,1.4,hatchback,False,owned,front,True,17,34,59,3399.0
Hyundai,automatic,black,96000,2013,gasoline,gasoline,2.0,suv,False,owned,front,False,10,7,85,14900.0
Kia,manual,silver,78000,2013,gasoline,gasoline,2.0,suv,False,owned,front,False,24,3,5,13400.0
Mitsubishi,manual,black,350000,1998,gasoline,gasoline,1.6,sedan,False,owned,front,False,4,7,32,1800.0
Daewoo,manual,red,112000,2010,gasoline,gasoline,0.9,hatchback,False,owned,front,False,5,1,11,2450.0
Peugeot,manual,blue,223000,2003,diesel,diesel,2.0,hatchback,False,owned,front,False,13,1,61,4000.0
Mitsubishi,manual,grey,131000,2012,gasoline,gasoline,1.6,suv,False,owned,front,False,8,1,5,11600.0
Fiat,manual,blue,450000,1999,diesel,diesel,2.1,minivan,False,owned,front,False,5,89,232,2900.0
Renault,manual,green,299000,1997,gasoline,gasoline,1.6,minivan,False,owned,front,True,8,14,42,1750.0
Ford,manual,silver,300000,1999,diesel,diesel,1.8,hatchback,False,owned,front,False,3,1,2,1500.0
Mercedes-Benz,manual,white,350000,2003,diesel,diesel,2.2,minibus,False,owned,rear,False,5,1,61,9500.0
Opel,manual,silver,350000,2003,diesel,diesel,2.2,hatchback,False,owned,front,True,8,163,1557,5700.0
Peugeot,manual,green,265000,1997,gasoline,gasoline,1.8,sedan,False,owned,front,False,11,3,15,1700.0
Honda,automatic,other,225000,2010,gasoline,gasoline,2.4,suv,False,owned,all,False,16,33,192,12500.0
Hyundai,manual,silver,230000,2010,diesel,diesel,2.2,suv,False,owned,front,False,9,128,337,13500.0
Volkswagen,manual,blue,350000,2009,diesel,diesel,1.9,van,False,owned,front,False,7,36,77,10000.0
BMW,automatic,yellow,169000,2010,gasoline,gasoline,3.0,liftback,False,owned,all,False,12,33,325,19700.0
Peugeot,automatic,grey,146250,2016,diesel,diesel,1.6,hatchback,False,owned,front,True,32,43,64,13333.0
BMW,manual,silver,525000,2000,diesel,diesel,3.0,universal,False,owned,rear,True,15,11,50,5350.0
BMW,automatic,silver,271000,2005,gasoline,gasoline,2.0,sedan,False,owned,rear,False,13,13,28,6299.0
BMW,automatic,green,310000,2001,gasoline,gasoline,2.2,sedan,False,owned,rear,True,4,31,77,4900.0
Opel,manual,blue,250000,1997,gasoline,gasoline,2.0,sedan,False,owned,front,False,5,1,71,2300.0
Renault,manual,white,74280,2017,gasoline,gasoline,1.6,sedan,False,owned,front,False,7,1,70,9200.0
BMW,automatic,blue,149000,2008,gasoline,gasoline,4.8,suv,False,owned,all,False,13,6,90,15000.0
Alfa Romeo,manual,red,200000,1998,gasoline,gasoline,1.4,hatchback,False,owned,front,False,18,7,130,1000.0
Opel,manual,grey,72000,2013,gasoline,gasoline,1.8,suv,False,owned,front,True,4,5,68,12000.0
Honda,manual,silver,396000,1998,gasoline,gasoline,1.8,sedan,False,owned,front,False,8,3,152,2400.0
Toyota,automatic,silver,195000,2009,diesel,diesel,2.2,suv,False,owned,all,True,5,1,60,12100.0
Audi,automatic,grey,180000,2006,gasoline,gasoline,2.4,sedan,False,owned,front,False,12,2,43,8500.0
Subaru,manual,violet,353000,2000,gasoline,gasoline,2.5,universal,False,owned,all,True,19,3,11,4250.0
Chrysler,manual,silver,300000,2002,diesel,diesel,2.5,minivan,False,owned,front,False,1,23,76,6000.0
Peugeot,manual,grey,333333,1997,gasoline,gasoline,1.8,sedan,False,owned,front,True,7,2,8,1700.0
Ford,automatic,blue,63000,2014,gasoline,gasoline,1.6,sedan,False,owned,front,True,18,79,129,9499.0
Opel,automatic,black,130000,2012,gasoline,gasoline,1.6,sedan,False,owned,front,False,27,3,25,9000.0
Daewoo,manual,grey,120000,1999,gasoline,gasoline,1.5,hatchback,False,owned,front,False,6,6,38,1100.0
Mercedes-Benz,automatic,black,198000,2010,diesel,diesel,3.0,suv,False,owned,all,False,19,1,2,20500.0
Mitsubishi,automatic,silver,184700,2009,gasoline,gasoline,3.0,suv,False,owned,all,False,17,6,10,11000.0
Ford,manual,other,180000,2006,gasoline,gasoline,1.6,sedan,False,owned,front,False,30,2,91,4600.0
Peugeot,automatic,blue,116000,2012,gasoline,gasoline,1.6,sedan,False,owned,front,False,11,48,78,6700.0
Audi,automatic,black,222222,2007,diesel,diesel,4.2,suv,False,owned,all,False,9,1,32,15500.0
Honda,automatic,grey,165000,2008,gasoline,gasoline,2.4,sedan,False,owned,front,False,5,14,54,11500.0
LADA,manual,white,109000,2017,gas,gasoline,1.6,sedan,False,owned,front,False,1,1,12,7999.0
Mitsubishi,automatic,silver,203683,2006,gasoline,gasoline,1.6,sedan,False,owned,front,False,5,11,46,3750.0
Renault,manual,silver,320000,2001,diesel,diesel,1.9,universal,False,owned,front,False,7,2,85,2940.34
Infiniti,automatic,brown,131000,2011,gasoline,gasoline,3.7,suv,False,owned,all,False,22,3,147,20700.0
Fiat,manual,yellow,300000,2001,gasoline,gasoline,1.2,hatchback,False,owned,front,False,15,5,12,2000.0
Volkswagen,automatic,other,185000,2008,gasoline,gasoline,1.8,sedan,False,owned,front,True,2,2,59,7500.0
Honda,manual,black,367000,2002,gasoline,gasoline,2.0,minivan,False,owned,front,True,9,20,66,4200.0
Opel,manual,green,293000,1999,diesel,diesel,2.0,universal,False,owned,front,False,14,4,52,4100.0
Citroen,manual,silver,220000,2008,diesel,diesel,2.0,minibus,False,owned,front,False,9,496,1673,10433.45
Ford,manual,silver,383116,2001,diesel,diesel,2.0,hatchback,False,owned,front,False,15,46,65,3590.0
Renault,manual,grey,290000,2000,diesel,diesel,1.9,minivan,False,owned,front,False,6,2,132,3450.0
Volkswagen,automatic,grey,190659,2012,gasoline,gasoline,2.0,minibus,False,owned,front,True,24,17,26,24999.0
Renault,manual,blue,380000,2002,gasoline,gasoline,1.6,hatchback,False,owned,front,False,10,2,11,4200.0
Ford,manual,blue,250000,1997,gasoline,gasoline,1.8,hatchback,False,owned,front,True,4,19,77,1650.0
Volkswagen,manual,silver,137000,2015,diesel,diesel,1.6,universal,False,owned,front,True,10,10,21,12250.0
BMW,manual,blue,413000,2000,diesel,diesel,2.0,sedan,False,owned,rear,True,3,3,10,4500.0
Volkswagen,manual,green,350000,1997,diesel,diesel,2.5,minibus,False,owned,front,True,4,12,50,5800.0
Renault,manual,red,300000,1999,diesel,diesel,1.9,hatchback,False,owned,front,True,4,1,86,2300.0
Toyota,automatic,blue,211000,2010,hybrid-petrol,gasoline,1.8,liftback,False,owned,front,True,15,4,79,11900.0
Honda,manual,silver,396000,1998,gasoline,gasoline,1.8,sedan,False,owned,front,False,8,3,152,2400.0
Honda,manual,red,79500,2008,gasoline,gasoline,2.4,sedan,False,owned,front,False,15,2,12,13200.0
Saab,manual,other,347618,2002,gasoline,gasoline,2.3,sedan,False,owned,front,False,6,6,10,4300.0
Opel,manual,grey,185000,2010,gasoline,gasoline,1.6,hatchback,False,owned,front,False,8,1,56,5300.0
Infiniti,automatic,grey,170000,2008,gasoline,gasoline,3.5,suv,False,owned,rear,False,7,96,764,14500.0
Opel,manual,other,241000,2000,gasoline,gasoline,1.8,minivan,False,owned,front,False,15,1,0,3999.0
BMW,manual,grey,490000,1998,gasoline,gasoline,2.3,sedan,False,owned,rear,False,13,14,59,2550.0
Opel,automatic,blue,150000,2012,gasoline,gasoline,1.8,minivan,False,owned,front,True,11,1,0,7500.0
Ford,automatic,brown,246000,2005,gasoline,gasoline,4.0,suv,False,owned,all,False,16,25,240,9600.0
Ford,manual,other,327000,1998,gasoline,gasoline,2.3,minivan,False,owned,front,True,5,132,386,3400.0
Opel,manual,blue,281000,1998,gasoline,gasoline,2.0,universal,False,owned,rear,True,8,1,68,2400.0
Citroen,manual,blue,300000,1997,gasoline,gasoline,2.0,hatchback,False,emergency,front,False,8,27,172,700.0
Volkswagen,automatic,brown,109000,2012,gasoline,gasoline,1.8,sedan,False,owned,front,True,28,12,17,13550.0
Nissan,manual,silver,280000,2002,gasoline,gasoline,1.8,sedan,False,owned,front,False,14,5,23,4999.0
Mitsubishi,manual,other,350000,1997,gasoline,gasoline,1.6,hatchback,False,owned,front,True,5,10,204,1500.0
Ford,manual,other,132000,2014,diesel,diesel,2.0,minivan,False,owned,front,False,5,14,59,17900.0
Volvo,automatic,black,168000,2011,gasoline,gasoline,2.5,sedan,False,owned,front,True,7,2,88,12700.0
BMW,automatic,other,355000,2002,gasoline,gasoline,2.0,sedan,False,owned,rear,True,16,12,80,5500.0
Citroen,manual,grey,124000,2014,diesel,diesel,2.0,minivan,False,owned,front,True,29,33,49,15050.0
Kia,manual,silver,73000,2009,gasoline,gasoline,1.4,hatchback,False,owned,front,False,1,2,63,7500.0
УАЗ,manual,green,180000,1999,gasoline,gasoline,2.4,suv,False,owned,all,False,5,63,188,2000.0
Volvo,automatic,brown,215000,2012,gasoline,gasoline,3.2,suv,False,owned,all,False,3,2,57,19900.0
Renault,manual,grey,164000,2015,diesel,diesel,1.6,minivan,False,owned,front,True,19,7,8,16000.0
Honda,automatic,black,175000,2007,gasoline,gasoline,2.4,suv,False,owned,all,True,36,75,190,11200.0
Audi,automatic,blue,325000,1998,diesel,diesel,2.5,sedan,False,owned,all,False,10,29,79,6000.0
Mercedes-Benz,automatic,violet,250000,2002,gasoline,gasoline,2.0,sedan,False,owned,front,False,6,1,36,5600.0
Suzuki,automatic,other,174650,2002,gasoline,gasoline,1.3,hatchback,False,owned,front,False,16,18,237,4500.0
Renault,manual,grey,178000,2015,diesel,diesel,1.5,minivan,False,owned,front,True,32,7,57,11900.0
Opel,manual,black,290000,2002,diesel,diesel,2.0,minivan,False,owned,front,False,8,2,3,4550.0
Mazda,automatic,grey,107000,2012,gasoline,gasoline,2.0,suv,False,owned,all,False,9,17,39,16500.0
Ford,manual,yellow,300000,2004,diesel,diesel,1.8,van,False,owned,front,False,9,1,17,3650.0
Mitsubishi,manual,blue,78000,2008,gasoline,gasoline,2.0,sedan,False,owned,all,True,16,77,129,15500.0
Kia,automatic,white,134000,2014,diesel,diesel,2.2,suv,False,owned,front,False,14,3,88,19999.0
Peugeot,manual,blue,253400,2005,diesel,diesel,2.2,minivan,False,owned,front,False,13,4,10,6850.0
Ford,manual,black,112000,2009,gasoline,gasoline,1.6,sedan,False,owned,front,False,8,23,93,8500.0
Kia,manual,red,148000,2009,gasoline,gasoline,1.4,hatchback,False,owned,front,False,9,1,55,5600.0
Mini,manual,blue,151000,2015,diesel,diesel,1.5,hatchback,False,owned,front,False,22,1,2,12999.0
Subaru,automatic,other,318650,2005,gasoline,gasoline,3.0,universal,False,owned,all,True,7,166,468,7587.97
Renault,manual,brown,86000,2012,gasoline,gasoline,1.6,suv,False,owned,front,False,7,4,95,8500.0
Opel,manual,other,280000,1998,diesel,diesel,2.0,hatchback,False,owned,front,False,9,7,84,2200.0
Chery,manual,black,153000,2009,gasoline,gasoline,1.8,suv,False,owned,front,False,18,21,364,4550.0
Opel,manual,silver,97000,2010,gasoline,gasoline,1.4,hatchback,False,owned,front,False,11,3,202,6165.23
BMW,automatic,white,328000,2004,gas,gasoline,3.0,suv,False,owned,all,False,9,5,36,10700.0
Renault,manual,red,340000,2007,diesel,diesel,1.9,universal,False,owned,front,False,1,2,7,5200.0
BMW,automatic,black,300000,2000,diesel,diesel,3.0,sedan,False,owned,rear,True,24,9,56,8000.0
Renault,manual,silver,375426,1999,diesel,diesel,1.9,hatchback,False,owned,front,False,5,14,132,1950.0
Ford,automatic,grey,170000,2008,gasoline,gasoline,2.3,sedan,False,owned,front,False,18,2,4,7600.0
Hyundai,automatic,red,197000,2005,gasoline,gasoline,2.7,suv,False,owned,all,False,8,1,1,6399.0
Volkswagen,manual,red,300000,1998,gasoline,gasoline,1.4,hatchback,False,owned,front,False,9,10,10,2000.0
Kia,manual,black,184000,2008,diesel,diesel,1.6,hatchback,False,owned,front,True,15,3,4,5790.0
Kia,manual,green,440650,1999,gas,gasoline,2.0,universal,False,owned,front,True,7,8,32,1000.0
Volvo,automatic,silver,145000,2008,diesel,diesel,2.4,suv,False,owned,all,False,18,3,91,16000.0
Mitsubishi,automatic,other,273588,1999,gasoline,gasoline,2.4,sedan,False,owned,front,True,8,5,50,2350.0
Nissan,manual,blue,220000,2004,diesel,diesel,2.5,minibus,False,owned,front,False,4,1,57,8800.0
Volkswagen,manual,blue,263000,1998,diesel,diesel,2.5,van,False,owned,rear,False,10,75,113,6450.0
Ford,manual,red,290000,1997,gasoline,gasoline,1.8,sedan,False,owned,front,True,9,47,97,1750.0
Fiat,manual,green,345670,1998,gasoline,gasoline,2.0,minivan,False,owned,front,False,11,18,20,2700.0
Jeep,automatic,brown,200000,2005,diesel,diesel,3.0,suv,False,owned,all,True,16,9,18,9499.0
Audi,automatic,black,272000,2008,gasoline,gasoline,4.2,sedan,False,owned,all,True,13,61,90,10500.0
Mercedes-Benz,automatic,grey,274000,2007,diesel,diesel,2.2,sedan,False,owned,rear,False,16,5,58,10500.0
Nissan,manual,white,123733,2012,gasoline,gasoline,1.4,universal,False,owned,front,True,16,46,435,7704.12
Ford,manual,white,288000,2014,diesel,diesel,2.2,van,False,owned,rear,False,1,3,114,21900.0
Mazda,manual,grey,278000,2007,gasoline,gasoline,1.6,sedan,False,owned,front,False,14,27,47,4250.0
